,Topic 8,Topic 9,Topic 11
15744,vorpalpillow/2.7966121862732507e-08,vorpalpillow/1.7559261323185638e-05,vorpalpillow/2.797202796500642e-05
15745,whycouldntyoubedifferent/2.7966121862732507e-08,whycouldntyoubedifferent/1.7559261323185638e-05,whycouldntyoubedifferent/2.797202796500642e-05
15746,afeteworsethandeath/2.7966121862732507e-08,afeteworsethandeath/1.7559261323185638e-05,afeteworsethandeath/2.797202796500642e-05
15747,nevermesswithgranny/2.7966121862732507e-08,swansong/1.7559261323185638e-05,swansong/2.797202796500642e-05
15748,giantscraprobot/2.7966121862732507e-08,giantscraprobot/1.7559261323185638e-05,giantscraprobot/2.797202796500642e-05
15749,chestofmedals/2.7966121862732507e-08,chestofmedals/1.7559261323185638e-05,chestofmedals/2.797202796500642e-05
15750,polygonceiling/2.7966121862732507e-08,angelfacedemonface/1.7559261323185638e-05,angelfacedemonface/2.797202796500642e-05
15751,desecratingthedead/2.7966121862732507e-08,cleanprettychildbirth/1.7559261323185638e-05,cleanprettychildbirth/2.797202796500642e-05
15752,sidebet/2.7966121862732507e-08,sidebet/1.7559261323185638e-05,sidebet/2.797202796500642e-05
15753,tearsoffear/2.7966121862732507e-08,tearsoffear/1.7559261323185638e-05,tearsoffear/2.797202796500642e-05
15754,mysterybox/2.7966121862732507e-08,mysterybox/1.7559261323185638e-05,mysterybox/2.797202796500642e-05
15755,wehardlyknewye/2.7966121862732507e-08,captainmorganpose/1.7559261323185638e-05,captainmorganpose/2.797202796500642e-05
15756,itamusedme/2.7966121862732507e-08,geodesiccast/1.7559261323185638e-05,geodesiccast/2.797202796500642e-05
15757,givinguponlogic/2.7966121862732507e-08,givinguponlogic/1.7559261323185638e-05,givinguponlogic/2.797202796500642e-05
15758,instantcosplaysurprise/2.7966121862732507e-08,instantcosplaysurprise/1.7559261323185638e-05,instantcosplaysurprise/2.797202796500642e-05
15759,heroiccomedicsociopath/2.7966121862732507e-08,kissinginatree/1.7559261323185638e-05,kissinginatree/2.797202796500642e-05
15760,themostwanted/2.7966121862732507e-08,themostwanted/1.7559261323185638e-05,themostwanted/2.797202796500642e-05
15761,orangebluecontrast/2.7966121862732507e-08,aslongasthereisoneman/1.7559261323185638e-05,aslongasthereisoneman/2.797202796500642e-05
15762,unexpectedlyobscureanswer/2.7966121862732507e-08,unexpectedlyobscureanswer/1.7559261323185638e-05,timedmission/2.797202796500642e-05
15763,raygun/2.7966121862732507e-08,vampirevarietypack/1.7559261323185638e-05,vampirevarietypack/2.797202796500642e-05
15764,artisticlicensegunsafety/2.7966121862732507e-08,alliancewithanabomination/1.7559261323185638e-05,alliancewithanabomination/2.797202796500642e-05
15765,bagofkidnapping/2.7966121862732507e-08,bagofkidnapping/1.7559261323185638e-05,bagofkidnapping/2.797202796500642e-05
15766,creepycave/2.7966121862732507e-08,creepycave/1.7559261323185638e-05,creepycave/2.797202796500642e-05
15767,multinationalteam/2.7966121862732507e-08,dreamsvsnightmares/1.7559261323185638e-05,dreamsvsnightmares/2.797202796500642e-05
15768,ambiguouslyevil/2.7966121862732507e-08,fantasticmedicinalbodilyproduct/1.7559261323185638e-05,fantasticmedicinalbodilyproduct/2.797202796500642e-05
15769,scaramangaspecial/2.7966121862732507e-08,scaramangaspecial/1.7559261323185638e-05,scaramangaspecial/2.797202796500642e-05
15770,whowatchesthewatchmen/2.7966121862732507e-08,whowatchesthewatchmen/1.7559261323185638e-05,whowatchesthewatchmen/2.797202796500642e-05
15771,sycophanticservant/2.7966121862732507e-08,sycophanticservant/1.7559261323185638e-05,sycophanticservant/2.797202796500642e-05
15772,oldcopyoungcop/2.7966121862732507e-08,oldcopyoungcop/1.7559261323185638e-05,oldcopyoungcop/2.797202796500642e-05
15773,policeprocedural/2.7966121862732507e-08,policeprocedural/1.7559261323185638e-05,policeprocedural/2.797202796500642e-05
15774,twofirstnames/2.7966121862732507e-08,twofirstnames/1.7559261323185638e-05,twofirstnames/2.797202796500642e-05
15775,downladrain/2.7966121862732507e-08,downladrain/1.7559261323185638e-05,downladrain/2.797202796500642e-05
15776,visionquest/2.7966121862732507e-08,visionquest/1.7559261323185638e-05,visionquest/2.797202796500642e-05
15777,universebible/2.7966121862732507e-08,universebible/1.7559261323185638e-05,universebible/2.797202796500642e-05
15778,constructionisawesome/2.7966121862732507e-08,constructionisawesome/1.7559261323185638e-05,constructionisawesome/2.797202796500642e-05
15779,storydriveninvulnerability/2.7966121862732507e-08,denialofdigitaldistribution/1.7559261323185638e-05,denialofdigitaldistribution/2.797202796500642e-05
15780,accidentalmurder/2.7966121862732507e-08,combataestheticist/1.7559261323185638e-05,combataestheticist/2.797202796500642e-05
15781,deliberatelydifferentdescription/2.7966121862732507e-08,deliberatelydifferentdescription/1.7559261323185638e-05,deliberatelydifferentdescription/2.797202796500642e-05
15782,giganticadultstinybabies/2.7966121862732507e-08,giganticadultstinybabies/1.7559261323185638e-05,giganticadultstinybabies/2.797202796500642e-05
15783,littlemissconartist/2.7966121862732507e-08,littlemissconartist/1.7559261323185638e-05,littlemissconartist/2.797202796500642e-05
15784,nonheteronormativesociety/2.7966121862732507e-08,artificialstupidity/1.7559261323185638e-05,nonheteronormativesociety/2.797202796500642e-05
15785,resurrectionteleportation/2.7966121862732507e-08,resurrectionteleportation/1.7559261323185638e-05,resurrectionteleportation/2.797202796500642e-05
15786,contractualobligationproject/2.7966121862732507e-08,contractualobligationproject/1.7559261323185638e-05,contractualobligationproject/2.797202796500642e-05
15787,polishmedia/2.7966121862732507e-08,greekletterranks/1.7559261323185638e-05,greekletterranks/2.797202796500642e-05
15788,highfivelefthanging/2.7966121862732507e-08,highfivelefthanging/1.7559261323185638e-05,highfivelefthanging/2.797202796500642e-05
15789,ourproductsucks/2.7966121862732507e-08,ourproductsucks/1.7559261323185638e-05,ourproductsucks/2.797202796500642e-05
15790,serialprostheses/2.7966121862732507e-08,serialprostheses/1.7559261323185638e-05,serialprostheses/2.797202796500642e-05
15791,aigettinghigh/2.7966121862732507e-08,aigettinghigh/1.7559261323185638e-05,aigettinghigh/2.797202796500642e-05
15792,annoyingpopupad/2.7966121862732507e-08,annoyingpopupad/1.7559261323185638e-05,annoyingpopupad/2.797202796500642e-05
15793,thebogan/2.7966121862732507e-08,thebogan/1.7559261323185638e-05,thebogan/2.797202796500642e-05
15794,faintinshock/2.7966121862732507e-08,faintinshock/1.7559261323185638e-05,faintinshock/2.797202796500642e-05
15795,everythingexceptmostthings/2.7966121862732507e-08,everythingexceptmostthings/1.7559261323185638e-05,everythingexceptmostthings/2.797202796500642e-05
15796,sociopathichero/2.7966121862732507e-08,herorivalbaddieteamup/1.7559261323185638e-05,herorivalbaddieteamup/2.797202796500642e-05
15797,refusalofthecall/2.7966121862732507e-08,mistakenforthief/1.7559261323185638e-05,mistakenforthief/2.797202796500642e-05
15798,highpressureblood/2.7966121862732507e-08,camwhore/1.7559261323185638e-05,camwhore/2.797202796500642e-05
15799,dinnerdeformation/2.7966121862732507e-08,dinnerdeformation/1.7559261323185638e-05,dinnerdeformation/2.797202796500642e-05
15800,pianodrop/2.7966121862732507e-08,pianodrop/1.7559261323185638e-05,pianodrop/2.797202796500642e-05
15801,psychostrings/2.7966121862732507e-08,piggybackcute/1.7559261323185638e-05,piggybackcute/2.797202796500642e-05
15802,cavemenvsastronautsdebate/2.7966121862732507e-08,cavemenvsastronautsdebate/1.7559261323185638e-05,cavemenvsastronautsdebate/2.797202796500642e-05
15803,nopunctuationperiod/2.7966121862732507e-08,nopunctuationperiod/1.7559261323185638e-05,nopunctuationperiod/2.797202796500642e-05
15804,starfishaliens/2.7966121862732507e-08,selfrestraint/1.7559261323185638e-05,selfrestraint/2.797202796500642e-05
15805,emotionallytonguetied/2.7966121862732507e-08,emotionallytonguetied/1.7559261323185638e-05,emotionallytonguetied/2.797202796500642e-05
15806,deadlywalls/2.7966121862732507e-08,onlyicanmakeitgo/1.7559261323185638e-05,onlyicanmakeitgo/2.797202796500642e-05
15807,christmasepisode/2.7966121862732507e-08,restandresupplystop/1.7559261323185638e-05,restandresupplystop/2.797202796500642e-05
15808,unusualeuphemism/2.7966121862732507e-08,energydonation/1.7559261323185638e-05,energydonation/2.797202796500642e-05
15809,clintsquint/2.7966121862732507e-08,clintsquint/1.7559261323185638e-05,clintsquint/2.797202796500642e-05
15810,japanesetourist/2.7966121862732507e-08,japanesetourist/1.7559261323185638e-05,japanesetourist/2.797202796500642e-05
15811,doomedpredecessor/2.7966121862732507e-08,doomedpredecessor/1.7559261323185638e-05,doomedpredecessor/2.797202796500642e-05
15812,southernfriedprivate/2.7966121862732507e-08,southernfriedprivate/1.7559261323185638e-05,southernfriedprivate/2.797202796500642e-05
15813,thedyingwalk/2.7966121862732507e-08,thedyingwalk/1.7559261323185638e-05,thedyingwalk/2.797202796500642e-05
15814,aliensspeakingenglish/2.7966121862732507e-08,wangst/1.7559261323185638e-05,wangst/2.797202796500642e-05
15815,adaptationalearlyappearance/2.7966121862732507e-08,clothingappendage/1.7559261323185638e-05,clothingappendage/2.797202796500642e-05
15816,insectgenderbender/2.7966121862732507e-08,insectgenderbender/1.7559261323185638e-05,insectgenderbender/2.797202796500642e-05
15817,notsoaboveitall/2.7966121862732507e-08,speciestitle/1.7559261323185638e-05,speciestitle/2.797202796500642e-05
15818,plotinducedstupidity/2.7966121862732507e-08,plotinducedstupidity/1.7559261323185638e-05,plotinducedstupidity/2.797202796500642e-05
15819,allguyswantcheerleaders/2.7966121862732507e-08,allguyswantcheerleaders/1.7559261323185638e-05,allguyswantcheerleaders/2.797202796500642e-05
15820,gratuitousforeignlanguage/2.7966121862732507e-08,bigmanoncampus/1.7559261323185638e-05,bigmanoncampus/2.797202796500642e-05
15821,worthlivingfor/2.7966121862732507e-08,worthlivingfor/1.7559261323185638e-05,worthlivingfor/2.797202796500642e-05
15822,singlebiomeplanet/2.7966121862732507e-08,heelfacemole/1.7559261323185638e-05,heelfacemole/2.797202796500642e-05
15823,inertialimpalement/2.7966121862732507e-08,inertialimpalement/1.7559261323185638e-05,inertialimpalement/2.797202796500642e-05
15824,celebrityresemblance/2.7966121862732507e-08,celebrityresemblance/1.7559261323185638e-05,celebrityresemblance/2.797202796500642e-05
15825,theaggressivedrugdealer/2.7966121862732507e-08,theaggressivedrugdealer/1.7559261323185638e-05,theaggressivedrugdealer/2.797202796500642e-05
15826,onlyknownbyinitials/2.7966121862732507e-08,onlyknownbyinitials/1.7559261323185638e-05,onlyknownbyinitials/2.797202796500642e-05
15827,treasurechestcavity/2.7966121862732507e-08,treasurechestcavity/1.7559261323185638e-05,treasurechestcavity/2.797202796500642e-05
15828,stillbornfranchise/2.7966121862732507e-08,stillbornfranchise/1.7559261323185638e-05,stillbornfranchise/2.797202796500642e-05
15829,crooksarebetterarmed/2.7966121862732507e-08,crooksarebetterarmed/1.7559261323185638e-05,crooksarebetterarmed/2.797202796500642e-05
15830,australianculture/2.7966121862732507e-08,wickedheartsymbol/1.7559261323185638e-05,wickedheartsymbol/2.797202796500642e-05
15831,arbitrarymaximumrange/2.7966121862732507e-08,freddiemercopy/1.7559261323185638e-05,freddiemercopy/2.797202796500642e-05
15832,elevatorfloorannouncement/2.7966121862732507e-08,elevatorfloorannouncement/1.7559261323185638e-05,elevatorfloorannouncement/2.797202796500642e-05
15833,brainybaby/2.7966121862732507e-08,brainybaby/1.7559261323185638e-05,brainybaby/2.797202796500642e-05
15834,percussiveprevention/2.7966121862732507e-08,percussiveprevention/1.7559261323185638e-05,percussiveprevention/2.797202796500642e-05
15835,tributetofido/2.7966121862732507e-08,tributetofido/1.7559261323185638e-05,tributetofido/2.797202796500642e-05
15836,hardmodefiller/2.7966121862732507e-08,supermansubstitute/1.7559261323185638e-05,supermansubstitute/2.797202796500642e-05
15837,gaveuptoosoon/2.7966121862732507e-08,gaveuptoosoon/1.7559261323185638e-05,gaveuptoosoon/2.797202796500642e-05
15838,superzeroes/2.7966121862732507e-08,superzeroes/1.7559261323185638e-05,superzeroes/2.797202796500642e-05
15839,adaptationaldumbass/2.7966121862732507e-08,adaptationaldumbass/1.7559261323185638e-05,adaptationaldumbass/2.797202796500642e-05
15840,cheatcode/2.7966121862732507e-08,regionalriff/1.7559261323185638e-05,regionalriff/2.797202796500642e-05
15841,mistakenforprostitute/2.7966121862732507e-08,mistakenforprostitute/1.7559261323185638e-05,mistakenforprostitute/2.797202796500642e-05
15842,digitaldestruction/2.7966121862732507e-08,digitaldestruction/1.7559261323185638e-05,digitaldestruction/2.797202796500642e-05
15843,theinformant/2.7966121862732507e-08,theinformant/1.7559261323185638e-05,theinformant/2.797202796500642e-05
15844,bigbrotheriswatching/2.7966121862732507e-08,carbunclecreature/1.7559261323185638e-05,carbunclecreature/2.797202796500642e-05
15845,diedinyourarmstonight/2.7966121862732507e-08,hornsofbarbarism/1.7559261323185638e-05,hornsofbarbarism/2.797202796500642e-05
15846,precursorkillers/2.7966121862732507e-08,lohengrinandmendelssohn/1.7559261323185638e-05,lohengrinandmendelssohn/2.797202796500642e-05
15847,offtherails/2.7966121862732507e-08,imyourworstnightmare/1.7559261323185638e-05,imyourworstnightmare/2.797202796500642e-05
15848,egopolis/2.7966121862732507e-08,beastess/1.7559261323185638e-05,beastess/2.797202796500642e-05
15849,topheavyguy/2.7966121862732507e-08,keystonesuperpower/1.7559261323185638e-05,keystonesuperpower/2.797202796500642e-05
15850,affectionatenickname/2.7966121862732507e-08,theantigod/1.7559261323185638e-05,theantigod/2.797202796500642e-05
15851,notbad/2.7966121862732507e-08,notbad/1.7559261323185638e-05,notbad/2.797202796500642e-05
15852,obstructivebureaucrat/2.7966121862732507e-08,onlyonemeallowedrightnow/1.7559261323185638e-05,onlyonemeallowedrightnow/2.797202796500642e-05
15853,strangerbehindthemask/2.7966121862732507e-08,strangerbehindthemask/1.7559261323185638e-05,strangerbehindthemask/2.797202796500642e-05
15854,menacingstroll/2.7966121862732507e-08,menacingstroll/1.7559261323185638e-05,menacingstroll/2.797202796500642e-05
15855,barefootcaptives/2.7966121862732507e-08,barefootcaptives/1.7559261323185638e-05,barefootcaptives/2.797202796500642e-05
15856,pragmaticvillainy/2.7966121862732507e-08,craniumchase/1.7559261323185638e-05,craniumchase/2.797202796500642e-05
15857,musicalgag/2.7966121862732507e-08,musicalgag/1.7559261323185638e-05,musicalgag/2.797202796500642e-05
15858,ihaveyourwife/2.7966121862732507e-08,iwasbeatenbyagirl/1.7559261323185638e-05,iwasbeatenbyagirl/2.797202796500642e-05
15859,roboticreveal/2.7966121862732507e-08,appearanceisintheeyeofthebeholder/1.7559261323185638e-05,appearanceisintheeyeofthebeholder/2.797202796500642e-05
15860,nerdsarevirgins/2.7966121862732507e-08,nerdsarevirgins/1.7559261323185638e-05,nerdsarevirgins/2.797202796500642e-05
15861,discussedtrope/2.7966121862732507e-08,throughafacefulloffur/1.7559261323185638e-05,throughafacefulloffur/2.797202796500642e-05
15862,armyscout/2.7966121862732507e-08,armyscout/1.7559261323185638e-05,armyscout/2.797202796500642e-05
15863,hatofauthority/2.7966121862732507e-08,hatofauthority/1.7559261323185638e-05,hatofauthority/2.797202796500642e-05
15864,queerestablishingmoment/2.7966121862732507e-08,queerestablishingmoment/1.7559261323185638e-05,queerestablishingmoment/2.797202796500642e-05
15865,siamesetwinsongs/2.7966121862732507e-08,siamesetwinsongs/1.7559261323185638e-05,siamesetwinsongs/2.797202796500642e-05
15866,genesiseffect/2.7966121862732507e-08,genesiseffect/1.7559261323185638e-05,genesiseffect/2.797202796500642e-05
15867,tragicrobot/2.7966121862732507e-08,tragicrobot/1.7559261323185638e-05,tragicrobot/2.797202796500642e-05
15868,toytime/2.7966121862732507e-08,onetrackmindedhunger/1.7559261323185638e-05,onetrackmindedhunger/2.797202796500642e-05
15869,rootingfortheempire/2.7966121862732507e-08,rootingfortheempire/1.7559261323185638e-05,rootingfortheempire/2.797202796500642e-05
15870,circlingbirdies/2.7966121862732507e-08,almightymom/1.7559261323185638e-05,almightymom/2.797202796500642e-05
15871,incrediblyobviousbomb/2.7966121862732507e-08,attendingyourownfuneral/1.7559261323185638e-05,attendingyourownfuneral/2.797202796500642e-05
15872,roomfullofcrazy/2.7966121862732507e-08,leatherman/1.7559261323185638e-05,leatherman/2.797202796500642e-05
15873,familyunfriendlydeath/2.7966121862732507e-08,losttribe/1.7559261323185638e-05,losttribe/2.797202796500642e-05
15874,elitezombie/2.7966121862732507e-08,overlyprepreparedgag/1.7559261323185638e-05,overlyprepreparedgag/2.797202796500642e-05
15875,cardboardprison/2.7966121862732507e-08,captureandreplicate/1.7559261323185638e-05,captureandreplicate/2.797202796500642e-05
15876,detectivesfollowfootprints/2.7966121862732507e-08,detectivesfollowfootprints/1.7559261323185638e-05,detectivesfollowfootprints/2.797202796500642e-05
15877,seriesfauxnale/2.7966121862732507e-08,evillearnsofoutsidecontext/1.7559261323185638e-05,evillearnsofoutsidecontext/2.797202796500642e-05
15878,bondvillainstupidity/2.7966121862732507e-08,fightingacrosstimeandspace/1.7559261323185638e-05,fightingacrosstimeandspace/2.797202796500642e-05
15879,itsallmyfault/2.7966121862732507e-08,namedar/1.7559261323185638e-05,namedar/2.797202796500642e-05
15880,themetricsystemisheretostay/2.7966121862732507e-08,themetricsystemisheretostay/1.7559261323185638e-05,themetricsystemisheretostay/2.797202796500642e-05
