Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20
cozymystery/0.00020980304738926333,surrogatesoliloquy/0.00042244421251428857,,eraspecificpersonality/0.0003303839681179471,nobodycandie/0.000409153344828594,whywecanthavenicethings/0.0003005861429788087,darkworld/0.00041148970704218914,stockanimalname/0.00025837885722722575,,,magekiller/0.0003347168295621904,abusiveoffspring/0.0003126728720205883,repeatafterme/0.00030782310432271587,embodimentofvirtue/0.0001788979883915083,,,,,,
verbaljudo/0.00020980304738926333,matchmakercrush/0.00042244421251428857,,ethnicscrappy/0.0003303839681179471,theycalledmemad/0.000409153344828594,anoddplacetosleep/0.00029501973292364554,macguffinsuperperson/0.00041148970704218914,symbolmotifclothing/0.00025837885722722575,,,selfinflictedhell/0.0003347168295621904,queerestablishingmoment/0.0003126728720205883,popularhistory/0.00030782310432271587,actiongenre/0.0001788979883915083,,,,,,
gentlemenrankers/0.00020980304738926333,iamnotleonardnimoy/0.00041001938273445656,,deathisasadthing/0.0003303839681179471,universaldriverslicense/0.000409153344828594,feverdreamepisode/0.00029501973292364554,bizarresexualdimorphism/0.00041148970704218914,iwanttobearealman/0.00025837885722722575,,,vampiremonarch/0.0003347168295621904,sexatwork/0.0003126728720205883,amistakeisborn/0.00030782310432271587,nurikabe/0.0001788979883915083,,,,,,
alwaysmale/0.00020980304738926333,settleforsibling/0.00041001938273445656,,lotsofluggage/0.0003303839681179471,povcam/0.000409153344828594,siblingsincrime/0.00029501973292364554,humansthroughalieneyes/0.00041148970704218914,starringsmurfette/0.00025837885722722575,,,supernaturalphone/0.0003347168295621904,chummycommies/0.0003126728720205883,sadtimesmontage/0.00030782310432271587,planbresolution/0.0001788979883915083,,,,,,
canalwaysspotacop/0.00020980304738926333,poststressovereating/0.00041001938273445656,,darkparody/0.0003303839681179471,hauntedtechnology/0.000409153344828594,pensieveflashback/0.00029501973292364554,wecomeinpeaceshoottokill/0.00041148970704218914,nonhumanhead/0.00025837885722722575,,,theslowwalk/0.0003347168295621904,stealthesurroundings/0.0003126728720205883,workingclasspeoplearemorons/0.00030782310432271587,minionmaracas/0.0001788979883915083,,,,,,
emergencyauthority/0.00020980304738926333,intimatemarks/0.00041001938273445656,,catharticcrying/0.0003303839681179471,translatorbuddy/0.000409153344828594,youcanseeme/0.00029501973292364554,charmperson/0.00041148970704218914,quiveringeyes/0.00025837885722722575,,,oursirensaredifferent/0.0003347168295621904,karmicrape/0.0003126728720205883,youcanpanicnow/0.00030782310432271587,frogninja/0.0001788979883915083,,,,,,
sleepingwiththebossswife/0.00020980304738926333,elegantclassicalmusician/0.00041001938273445656,,schedulefanatic/0.0003303839681179471,funwithforeignlanguages/0.000409153344828594,blufftheeavesdropper/0.00029501973292364554,ourwormholesaredifferent/0.00041148970704218914,earthybarefootcharacter/0.00025837885722722575,,,oneextramember/0.0003347168295621904,doomdoors/0.0003126728720205883,belgianseries/0.00030782310432271587,wokfu/0.00015902043412578516,,,,,,
mysteriousnote/0.00018357766646560542,ifwegetthroughthis/0.00041001938273445656,,michaeljacksonsthrillerparody/0.0003303839681179471,thatliarlies/0.000409153344828594,theinsomniac/0.00029501973292364554,proudwarriorraceguys/0.00041148970704218914,nolovesintersect/0.0002460751021211674,,,tuckandcover/0.0003347168295621904,footdraggingdivorcee/0.0003126728720205883,soulsuckingretailjob/0.00030782310432271587,clockworksarea/0.00015902043412578516,,,,,,
naughtynarcs/0.00018357766646560542,uncannyvalleygirl/0.00041001938273445656,,thefreelanceshamesquad/0.0003303839681179471,anythingbutthat/0.000409153344828594,believingtheirownlies/0.00029501973292364554,servantrace/0.00041148970704218914,yellowpurplecontrast/0.0002460751021211674,,,inverselawofutilityandlethality/0.0003347168295621904,convertingforlove/0.0003126728720205883,fashionhurts/0.00030782310432271587,onegameforthepriceoftwo/0.00015902043412578516,,,,,,
morecriminalsthantargets/0.00018357766646560542,methodacting/0.00041001938273445656,,telethon/0.00032005946911426125,youfool/0.000409153344828594,lamarckwasright/0.00029501973292364554,perceptionfilter/0.00041148970704218914,helicritter/0.0002460751021211674,,,childmage/0.00032132815637970276,sequelnonentity/0.0003126728720205883,rattlingofflegal/0.00030782310432271587,wintryauroralsky/0.00015902043412578516,,,,,,
diseasebyanyothername/0.00018357766646560542,neardeathclairvoyance/0.00041001938273445656,,treehouseoffun/0.00032005946911426125,posthumouscredit/0.000409153344828594,becomearealboy/0.00029501973292364554,wizardsfromouterspace/0.00041148970704218914,paintingthefrostonwindows/0.0002460751021211674,,,bigfancycastle/0.00032132815637970276,amatchmadeinstockholm/0.0003126728720205883,ikeaerotica/0.00030782310432271587,mermaidarcemergence/0.00015902043412578516,,,,,,
extremelycoldcase/0.00018357766646560542,gettinghotinhere/0.00041001938273445656,,ilikemyxlikeilikemyy/0.00032005946911426125,princecharming/0.000409153344828594,theworldisnotready/0.00029501973292364554,theark/0.00041148970704218914,empathypet/0.000233771347015109,,,runthegauntlet/0.00032132815637970276,magicfloppydisk/0.0003126728720205883,chattyhairdresser/0.00030782310432271587,bornfromplants/0.00015902043412578516,,,,,,
selectivesqueamishnesssuppression/0.00018357766646560542,bathkick/0.00041001938273445656,,toilettrainingplot/0.00032005946911426125,randomeventsplot/0.000409153344828594,itgetseasier/0.00029501973292364554,runordie/0.00041148970704218914,derailedfairytale/0.000233771347015109,,,wendigo/0.00032132815637970276,awayinamanger/0.0003126728720205883,ticketlinecampout/0.00030782310432271587,transformationconventions/0.00015902043412578516,,,,,,
blackcapofdeath/0.00018357766646560542,lustobject/0.00041001938273445656,,artisticlicenseeducation/0.00032005946911426125,fluffytamer/0.00040184703509951194,limitedadvancementopportunities/0.00029501973292364554,bodysnatcher/0.00041148970704218914,beginnersluck/0.000233771347015109,,,superloser/0.00032132815637970276,retargetedlust/0.00030064699232748874,painfulbodywaxing/0.00030782310432271587,curiousasamonkey/0.00015902043412578516,,,,,,
postinjurydeskjob/0.00018357766646560542,pervertdad/0.00041001938273445656,,forgotflanderscoulddothat/0.00032005946911426125,mindcontrolmusic/0.00040184703509951194,illnevertellyouwhatimtellingyou/0.00029501973292364554,onewayvisor/0.0004000594374021283,mascotsnamegoesunchanged/0.000233771347015109,,,constructedworld/0.00032132815637970276,notwiththemforthemoney/0.00030064699232748874,watershed/0.00030782310432271587,hobbits/0.00015902043412578516,,,,,,
instantmarksmanjustsqueezetrigger/0.00018357766646560542,panuptotheskyending/0.00041001938273445656,,reachingbetweenthelines/0.00032005946911426125,scaryscarecrows/0.00040184703509951194,hawaiianshirtedtourist/0.00029501973292364554,hyperspaceisascaryplace/0.0004000594374021283,thundershock/0.000233771347015109,,,seeksanothersresurrection/0.00032132815637970276,fakemixedrace/0.00030064699232748874,activistfundamentalistantics/0.00030782310432271587,stingyjack/0.00015902043412578516,,,,,,
rancher/0.00018357766646560542,eyemotifs/0.00041001938273445656,,retailriot/0.00032005946911426125,multipleendings/0.00040184703509951194,thatwasnotadream/0.00029501973292364554,benevolentalieninvasion/0.0004000594374021283,pedaltothemetalshot/0.000233771347015109,,,unitednationsisasuperpower/0.00032132815637970276,alreadymeteveryone/0.00030064699232748874,cuecard/0.00030782310432271587,explodingbarrels/0.00015902043412578516,,,,,,
theyardies/0.00018357766646560542,bullyturnedbuddy/0.0003975945529546245,,laughingatyourownjokes/0.00032005946911426125,heartbeatsoundtrack/0.00040184703509951194,flatjoy/0.00029501973292364554,zombieinfectee/0.0004000594374021283,ultimategamer386/0.00022146759190905065,,,femaleangelmaledemon/0.00032132815637970276,thetwink/0.00030064699232748874,throughtheyearscredits/0.00030782310432271587,supersargassosea/0.00015902043412578516,,,,,,
deadmanshand/0.00018357766646560542,atarmslength/0.0003975945529546245,,toontransformation/0.00032005946911426125,hornyvikings/0.00040184703509951194,theevilsoffreewill/0.00029501973292364554,dimensionaltraveler/0.0004000594374021283,breatheonthefan/0.00022146759190905065,,,villainpedigree/0.00032132815637970276,identicaltwinmistake/0.00030064699232748874,wantoncrueltytothecommoncomma/0.00030782310432271587,ourimpsaredifferent/0.00015902043412578516,,,,,,
adaptationaltimespanchange/0.00018357766646560542,immigrantpatriotism/0.0003975945529546245,,klatchiancoffee/0.00032005946911426125,voodooshark/0.00040184703509951194,paranoiagambit/0.00029501973292364554,forcedsleep/0.0004000594374021283,faceplant/0.00022146759190905065,,,coolsidecar/0.00032132815637970276,letswaitawhile/0.00030064699232748874,nosuchthingashr/0.00030782310432271587,vindicatedbycable/0.00015902043412578516,,,,,,
theexecutioner/0.00018357766646560542,orgasmiccombat/0.0003975945529546245,,gaggingonyourwords/0.00032005946911426125,pirategirl/0.00040184703509951194,howmanyfingers/0.00029501973292364554,womblevel/0.0004000594374021283,emoticon/0.00022146759190905065,,,capewings/0.00032132815637970276,daterape/0.00030064699232748874,unentendre/0.00030782310432271587,transformationfiction/0.00015902043412578516,,,,,,
trojanambulance/0.00018357766646560542,tanktoptomboy/0.0003975945529546245,,frenchcuisineishaughty/0.00032005946911426125,nonfatalexplosions/0.00040184703509951194,themaninthemirrortalksback/0.00029501973292364554,homeworldevacuation/0.0004000594374021283,cutsong/0.00022146759190905065,,,itcantbehelped/0.00032132815637970276,creepyphysical/0.00030064699232748874,fakevideocameraview/0.00030782310432271587,hoppingmachine/0.00015902043412578516,,,,,,
wannabesecretagent/0.00018357766646560542,chillyreception/0.0003975945529546245,,lowcountgag/0.00032005946911426125,mistakenforromance/0.00040184703509951194,irrationalhatred/0.00029501973292364554,binarysuns/0.0004000594374021283,batfamilycrossover/0.00022146759190905065,,,ghostapo/0.00032132815637970276,whiteanglosaxonprotestant/0.00030064699232748874,callingshotgun/0.00030782310432271587,lavasurfing/0.00015902043412578516,,,,,,
vehicleroofbodydisposal/0.00018357766646560542,hotguyuglywife/0.0003975945529546245,,antichristmassong/0.00032005946911426125,fictionalsport/0.00040184703509951194,facingthebulletsoneliner/0.00029501973292364554,highcollarofdoom/0.0004000594374021283,genrekiller/0.00020916383680299227,,,mouthstitchedshut/0.00032132815637970276,letshaveanotherbaby/0.00030064699232748874,retailtherapy/0.00030782310432271587,oxygenatedunderwaterbubbles/0.000139142879860062,,,,,,
therustler/0.00018357766646560542,coincidentaldodge/0.0003975945529546245,,minigolfepisode/0.00032005946911426125,palswithjesus/0.00040184703509951194,illpretendididnthearthat/0.00029501973292364554,dyingrace/0.0004000594374021283,wutai/0.00020916383680299227,,,smokeshield/0.00032132815637970276,lifetimemovieoftheweek/0.00030064699232748874,putofftheirfood/0.0002931648612597294,travelingpipebulge/0.000139142879860062,,,,,,
groundbygears/0.00018357766646560542,hostilityontheset/0.0003975945529546245,,detentionepisode/0.00032005946911426125,realpersonfic/0.00040184703509951194,thepeterprinciple/0.00028945332286848245,planetlooters/0.0004000594374021283,happilyeverbefore/0.00020916383680299227,,,kungfusonicboom/0.00032132815637970276,goyeheroesgoanddie/0.00030064699232748874,olderthancabletv/0.0002931648612597294,confidencesabotage/0.000139142879860062,,,,,,
expositionvictim/0.00018357766646560542,toomanybelts/0.0003975945529546245,,greetinggestureconfusion/0.00032005946911426125,onlythecreatordoesitright/0.00040184703509951194,taughtbyexperience/0.00028945332286848245,absentaliens/0.0004000594374021283,fromclonestogenre/0.00020916383680299227,,,undeathalwaysends/0.00032132815637970276,skiptotheend/0.00030064699232748874,themeandvariationssoundtrack/0.0002931648612597294,supermobboss/0.000139142879860062,,,,,,
circuitjudge/0.00018357766646560542,anonymousbenefactor/0.0003975945529546245,,hanukkahepisode/0.00032005946911426125,doorstopper/0.00040184703509951194,afoolforaclient/0.00028945332286848245,forgreatjustice/0.0004000594374021283,waddlinghead/0.00020916383680299227,,,lovecraftcountry/0.00032132815637970276,fatedrivesustogether/0.00030064699232748874,stayingwithfriends/0.0002931648612597294,goingthroughthemotions/0.000139142879860062,,,,,,
mysterytropes/0.00018357766646560542,toomuchalike/0.0003975945529546245,,ifyoucanreadthis/0.00032005946911426125,tallpoppysyndrome/0.00040184703509951194,traitorshot/0.00028945332286848245,twodspace/0.0004000594374021283,bestforlast/0.00020916383680299227,,,comicalangryface/0.00032132815637970276,immigrantparents/0.00030064699232748874,shockvaluerelationship/0.0002931648612597294,malesunfemalemoon/0.000139142879860062,,,,,,
spyssuspiciousspouse/0.0001573522855419475,wrongguyfirst/0.0003975945529546245,,kidspreferboxes/0.00032005946911426125,amusementpark/0.00039454072537042993,soaplandchristmas/0.00028945332286848245,prohumantranshuman/0.0004000594374021283,funnyterraincrosssection/0.00020916383680299227,,,barbarianhero/0.00032132815637970276,dangerdeadpan/0.0002886211126343892,noyouhangupfirst/0.0002931648612597294,superheroteamuniform/0.000139142879860062,,,,,,
colombianseries/0.0001573522855419475,diary/0.0003975945529546245,,cockadoodledawn/0.00032005946911426125,hepanneditnowhesucks/0.00039454072537042993,secrettest/0.00028945332286848245,loveisintheair/0.0004000594374021283,floatinglimbs/0.0001968600816969339,,,uniqueprotagonistasset/0.00032132815637970276,postcoitalcollapse/0.0002886211126343892,bogglesthemind/0.0002931648612597294,gravityisaharshseamstress/0.000139142879860062,,,,,,
gladyouthoughtofit/0.0001573522855419475,touristbump/0.0003975945529546245,,nichenetwork/0.00032005946911426125,cluelessdetective/0.00039454072537042993,windowlove/0.00028945332286848245,eatme/0.0004000594374021283,criticalexistencefailure/0.0001968600816969339,,,chinesevampire/0.00032132815637970276,mateordie/0.0002886211126343892,decadethemedparty/0.0002931648612597294,asianliondogs/0.000139142879860062,,,,,,
penultimateoutburst/0.0001573522855419475,thegentlemanorthescoundrel/0.0003975945529546245,,abbeyroadcrossing/0.00032005946911426125,yiddishasasecondlanguage/0.00039454072537042993,everybodymustgetstoned/0.00028945332286848245,gaiaslament/0.0003886291677620675,hitchhikersleg/0.0001968600816969339,,,deathactivatedsuperpower/0.00032132815637970276,chewbubblegum/0.0002886211126343892,thepicturecamewiththeframe/0.0002931648612597294,weonlyhaveonechance/0.000139142879860062,,,,,,
emergencystash/0.0001573522855419475,romanticspoonfeeding/0.0003975945529546245,,banisterslide/0.00032005946911426125,scatting/0.00039454072537042993,nowyoutellme/0.00028945332286848245,mirroredconfrontationshot/0.0003886291677620675,pitgirls/0.0001968600816969339,,,darkfantasy/0.00032132815637970276,creepyhousekeeper/0.0002886211126343892,sexdrugsandrockandroll/0.0002931648612597294,ificanonlymove/0.000139142879860062,,,,,,
filmsof19951999/0.0001573522855419475,spurnedintosuicide/0.0003975945529546245,,crankyneighbor/0.00032005946911426125,crossoverworks/0.00039454072537042993,minoredinasskicking/0.00028945332286848245,whenthingsspinsciencehappens/0.0003886291677620675,toobleakstoppedcaring/0.0001968600816969339,,,doomedupgrade/0.00032132815637970276,missingtrailerscene/0.0002886211126343892,dumpthemall/0.0002931648612597294,ridetherainbow/0.000139142879860062,,,,,,
landinggearshot/0.0001573522855419475,commitmentissues/0.0003975945529546245,,sportsdad/0.00032005946911426125,proudtobeageek/0.00038723441564134786,knockoutgas/0.00028945332286848245,victoryguidedamnesia/0.0003886291677620675,greenrooming/0.0001968600816969339,,,ibelieveicanfly/0.00032132815637970276,gaybravado/0.0002886211126343892,massageoflove/0.0002931648612597294,seahorsesteed/0.000139142879860062,,,,,,
cavalryofficer/0.0001573522855419475,repressedmemories/0.0003975945529546245,,infantsiblingjealousy/0.00032005946911426125,evilinc/0.00038723441564134786,accidentalaimingskills/0.00028945332286848245,thesymbiote/0.0003886291677620675,waterisdry/0.0001968600816969339,,,powermisidentification/0.00032132815637970276,bathsuicide/0.0002886211126343892,thetalkshowwithhostname/0.0002931648612597294,filmsofthe1990sfranchises/0.000139142879860062,,,,,,
