Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12
therearenocoincidences/0.0003214193880174852,,thedon/0.00042811766330617317,spontaneoushumancombustion/0.00022354596499533184,murderdotcom/0.000315059861373661,pirategirl/0.00035155269105214697,guyinback/0.0003350593968930856,toiletdrinkingdoggag/0.00035568202027387515,prisondimension/0.00030221523769228447,,,caligulashorse/0.00035308816339833777
heroicspirit/0.0003214193880174852,,girlsbehindbars/0.00042811766330617317,misterbig/0.00022354596499533184,iamnothim/0.000315059861373661,befriendingtheenemy/0.00035155269105214697,towinwithoutfighting/0.0003350593968930856,helloagainofficer/0.00035568202027387515,fairysexy/0.00030221523769228447,,,lesbianjock/0.00035308816339833777
skilledbutnaive/0.0003214193880174852,,stiffupperlip/0.00042811766330617317,madefromrealgirlscouts/0.00022354596499533184,initialismtitle/0.000315059861373661,childlikevoice/0.00035155269105214697,icomeinpeace/0.0003350593968930856,vanityproject/0.00035568202027387515,dungeoncrawling/0.00030221523769228447,,,thetaxi/0.00035308816339833777
gasleakcoverup/0.0003214193880174852,,magicalnativeamerican/0.00042811766330617317,abbeyroadcrossing/0.00022354596499533184,hallwayfight/0.000315059861373661,horseofadifferentcolor/0.00035155269105214697,screwthewarwerepartying/0.0003350593968930856,platonicvalentine/0.00035568202027387515,beatemup/0.00030221523769228447,,,imnotheretomakefriends/0.00035308816339833777
pleasekillmeifitsatisfiesyou/0.0003214193880174852,,spicylatina/0.00042811766330617317,foodend/0.00022354596499533184,rearwindowwitness/0.000315059861373661,fantasticfruitsandvegetables/0.00035155269105214697,advancedancienthumans/0.0003350593968930856,thekilljoy/0.00035568202027387515,fertilefeet/0.00030221523769228447,,,sleeplearning/0.00035308816339833777
fanwank/0.0003214193880174852,,shockcollar/0.00042811766330617317,hityousohardyourxwillfeelit/0.00022354596499533184,gunmanwiththreenames/0.000315059861373661,fearofthunder/0.00035155269105214697,letsdance/0.0003350593968930856,childpopstar/0.0003112217677396408,theweirdsisters/0.00030221523769228447,,,castfullofwriters/0.00035308816339833777
startxtostopx/0.0003214193880174852,,hollywoodgenetics/0.00042811766330617317,fakefirstkiss/0.00022354596499533184,deadguypuppet/0.000315059861373661,fandomheresy/0.00035155269105214697,ourdoorsaredifferent/0.0003350593968930856,horrorfanworks/0.0003112217677396408,transhumanabomination/0.00030221523769228447,,,trainproblem/0.00035308816339833777
accidentalaimingskills/0.0003214193880174852,,abusemistake/0.00042811766330617317,thefreakshow/0.00022354596499533184,sanctuaryofsolitude/0.00028641805579423727,parasolofpain/0.00035155269105214697,mostwritersarehuman/0.0003350593968930856,asininealternateactivity/0.0003112217677396408,colorfulcontrails/0.00030221523769228447,,,egging/0.00035308816339833777
comfortingthewidow/0.0003214193880174852,,fingertenting/0.00042811766330617317,revengefic/0.00022354596499533184,masterofunlocking/0.00028641805579423727,oldheronewpals/0.00035155269105214697,ominouscube/0.0003350593968930856,improviseddiaper/0.0003112217677396408,magicstaff/0.00030221523769228447,,,planeawfulflight/0.00035308816339833777
youwillbespared/0.0003214193880174852,,passiveaggressivekombat/0.00042811766330617317,accidentalpun/0.00022354596499533184,hasslefreehotwire/0.00028641805579423727,thecollector/0.00035155269105214697,possessingadeadbody/0.0003350593968930856,contractualgag/0.0003112217677396408,marveluniverse/0.00030221523769228447,,,bluffworkedtoowell/0.00035308816339833777
decoydamsel/0.0003214193880174852,,ambiguousending/0.00042811766330617317,flycrazy/0.00022354596499533184,dropdeadgorgeous/0.00028641805579423727,batoutofhell/0.00035155269105214697,firsttimeinthesun/0.0003350593968930856,babynewyear/0.0003112217677396408,escapedfromhell/0.00030221523769228447,,,soyouweresaying/0.00035308816339833777
thedaythemusiclied/0.0003214193880174852,,dynamiccharacter/0.00042811766330617317,glasssmackandslide/0.00022354596499533184,bigdisasterplot/0.00028641805579423727,dontthinkfeel/0.00035155269105214697,brokensystemdogmatist/0.0003350593968930856,baitandswitchsilhouette/0.0003112217677396408,handshakeofdoom/0.00030221523769228447,,,invisiblecelebrityguest/0.00035308816339833777
thedrifter/0.0003214193880174852,,bodydouble/0.00042811766330617317,youranswertoeverything/0.00022354596499533184,naughtyunderthetable/0.00028641805579423727,accidentaltickletorture/0.00035155269105214697,thegreatrepair/0.0003350593968930856,americaneagle/0.0003112217677396408,turtleisland/0.00030221523769228447,,,hellosailor/0.00035308816339833777
gamechanger/0.0003214193880174852,,fanserviceextra/0.00042811766330617317,youmakemesick/0.00022354596499533184,multipleidentityids/0.00028641805579423727,swissarmyappendage/0.00033481208671633044,fightoffthekryptonite/0.0003350593968930856,animalsfearneutering/0.0003112217677396408,sphereofpower/0.00030221523769228447,,,confessioncam/0.00035308816339833777
fullcirclerevolution/0.0003214193880174852,,eyesalwaysshut/0.00042811766330617317,hellishhorse/0.00022354596499533184,whitegangbangers/0.00028641805579423727,selectivemagnetism/0.00033481208671633044,dontcreateamartyr/0.0003350593968930856,unpleasantanimalcounterpart/0.0003112217677396408,madeofmagic/0.00030221523769228447,,,egocentricallyreligious/0.00035308816339833777
cherrytapping/0.0003214193880174852,,shamingthemob/0.00042811766330617317,dreamsue/0.00022354596499533184,bulungi/0.00028641805579423727,seamonster/0.00033481208671633044,soulfragment/0.0003350593968930856,barbershopquartetsarefunny/0.0003112217677396408,sharedunusualtrait/0.00030221523769228447,,,timecapsule/0.00035308816339833777
icontrolmyminionsthrough/0.0003214193880174852,,whyareyoulookingatmelikethat/0.00042811766330617317,reflexiveresponse/0.00022354596499533184,shottotheheart/0.00028641805579423727,havewemet/0.00033481208671633044,alienprincess/0.0003350593968930856,accordionman/0.0003112217677396408,ageisrelative/0.00030221523769228447,,,mistakenage/0.00035308816339833777
itisnotyourtime/0.0003214193880174852,,grandromanticgesture/0.00042811766330617317,toknowhimimustbecomehim/0.00022354596499533184,itsalwayssunnyinmiami/0.00028641805579423727,audioadaptation/0.00033481208671633044,literalmaneater/0.0003350593968930856,boringbroadcaster/0.0003112217677396408,technicolorblade/0.00030221523769228447,,,curtaincamouflage/0.00035308816339833777
angstysurvivingtwin/0.0003214193880174852,,thematicthemetune/0.00042811766330617317,imyourworstnightmare/0.00022354596499533184,canoninvasion/0.00028641805579423727,moeanthropomorphism/0.00033481208671633044,arewegettingthis/0.0003350593968930856,lastresorttakeout/0.0003112217677396408,unholynuke/0.00030221523769228447,,,snowedin/0.00035308816339833777
homefieldadvantage/0.0003214193880174852,,thecakeisalie/0.00042811766330617317,simplemindedwisdom/0.00022354596499533184,theinformant/0.00028641805579423727,fembot/0.00033481208671633044,chekhovstimetravel/0.0003350593968930856,sillyspook/0.0003112217677396408,bladespam/0.00030221523769228447,,,whatifthebabyislikeme/0.00035308816339833777
rapeandrevenge/0.0003214193880174852,,unnecessarycombatroll/0.00042811766330617317,shortlivedleadership/0.00022354596499533184,trunkshot/0.00028641805579423727,honestcorporateexecutive/0.00033481208671633044,scifibobhaircut/0.0003350593968930856,rapidfirenailbiting/0.0003112217677396408,superweight/0.00030221523769228447,,,missconception/0.00035308816339833777
strikemedownwithallofyourhatred/0.0003214193880174852,,preppyname/0.00042811766330617317,distinctiveappearances/0.00022354596499533184,blastout/0.00028641805579423727,easilycondemned/0.00033481208671633044,actionizedsequel/0.0003350593968930856,panfromtheskybeginning/0.0003112217677396408,awesomenessisaforce/0.00030221523769228447,,,whatweretheysellingagain/0.00035308816339833777
quityourwhining/0.0003214193880174852,,andshowittoyou/0.00042811766330617317,divorcedinstallment/0.00022354596499533184,oldmanmarryingachild/0.00028641805579423727,alltrollsaredifferent/0.00033481208671633044,contagiousai/0.0003350593968930856,giftshake/0.0003112217677396408,maskedvillainsunmaskedheroes/0.00030221523769228447,,,howdidthatgetinthere/0.00035308816339833777
roaringrampageofrescue/0.0003214193880174852,,doesthismakemelookfat/0.0004143074161027482,fruitoftheloon/0.00022354596499533184,obliviousjanitorcut/0.00028641805579423727,chainofpeople/0.00033481208671633044,ghostmemory/0.0003350593968930856,everythingexplodesending/0.0003112217677396408,eviliseasy/0.00030221523769228447,,,policelineup/0.00035308816339833777
excusemewhileimultitask/0.0003214193880174852,,simultaneousarcs/0.0004143074161027482,satchelswitcheroo/0.00022354596499533184,undernewmanagement/0.00028641805579423727,superzeroes/0.00033481208671633044,colonizedsolarsystem/0.0003350593968930856,grandparentalobliviousness/0.0003112217677396408,duelingmessiahs/0.00030221523769228447,,,neverlendtoafriend/0.00035308816339833777
guntwirling/0.0003214193880174852,,speakofthedevil/0.0004143074161027482,thequincypunk/0.00022354596499533184,jiggleshow/0.00028641805579423727,thebermudatriangle/0.00033481208671633044,weirdnesssearchandrescue/0.0003350593968930856,rousinglullaby/0.0003112217677396408,extraordinarilyempoweredgirl/0.00030221523769228447,,,sadtimesmontage/0.00035308816339833777
creepysouvenir/0.0003214193880174852,,downtothelastplay/0.0004143074161027482,requisiteroyalregalia/0.00022354596499533184,unreplaceddeparted/0.00028641805579423727,holyhalo/0.00033481208671633044,punctuationshaker/0.0003350593968930856,thosetwoanimals/0.0003112217677396408,thepaladin/0.00030221523769228447,,,hollywoodtourettes/0.00035308816339833777
massteleportation/0.0003214193880174852,,crashingdreams/0.0004143074161027482,unstoppablemailman/0.00022354596499533184,singlemomstripper/0.00028641805579423727,whatsongwasthisagain/0.00033481208671633044,skelebot9000/0.0003350593968930856,runningonthespot/0.0003112217677396408,renownedselectivementor/0.00030221523769228447,,,falsecause/0.00035308816339833777
youcouldhaveusedyourpowersforgood/0.0003214193880174852,,fashiondissonance/0.0004143074161027482,narniatime/0.00022354596499533184,smithicalmarriage/0.00028641805579423727,underwearofpower/0.00033481208671633044,thestarsaregoingout/0.0003350593968930856,huggyhuggyhippos/0.0003112217677396408,nosavingthrow/0.00030221523769228447,,,girl/0.00035308816339833777
comewithmeifyouwanttolive/0.0003214193880174852,,scarpiaultimatum/0.0004143074161027482,hyperdestructivebouncingball/0.00022354596499533184,layoutofaseason/0.00028641805579423727,papertiger/0.00033481208671633044,beepeople/0.0003350593968930856,heroicdolphin/0.0003112217677396408,fistofrage/0.00030221523769228447,,,ticketlinecampout/0.00035308816339833777
mangst/0.0003214193880174852,,policebrutality/0.0004143074161027482,hurtcomfortfic/0.00022354596499533184,auditthreat/0.00028641805579423727,nowthatsusingyourteeth/0.00033481208671633044,unflinchingfaithinthebrakes/0.0003350593968930856,hideandnoseek/0.0003112217677396408,antiregeneration/0.00030221523769228447,,,behavioralconditioning/0.00035308816339833777
willnottellalie/0.0003214193880174852,,lonersarefreaks/0.0004143074161027482,blackhelicopter/0.00022354596499533184,supercouple/0.00028641805579423727,lorderrorprone/0.00033481208671633044,extinctinthefuture/0.0003350593968930856,maninabikini/0.0003112217677396408,rollingattack/0.00030221523769228447,,,languagefluencydenial/0.00035308816339833777
nightmarefuelcoloringbook/0.0003214193880174852,,youcankeepher/0.0004143074161027482,randomeventsplot/0.00022354596499533184,madlibthrillertitle/0.00028641805579423727,forcedintoevil/0.00033481208671633044,intelligentgerbil/0.0003350593968930856,realfakewedding/0.0003112217677396408,astralcheckerboarddecor/0.00030221523769228447,,,noseshove/0.00035308816339833777
cleancut/0.0003214193880174852,,southernfriedgenius/0.0004143074161027482,delusionsofdoghood/0.00022354596499533184,trialballoonquestion/0.00028641805579423727,pietaplagiarism/0.00033481208671633044,technicallynakedshapeshifter/0.0003350593968930856,troublemakingnewpet/0.0003112217677396408,redisheroic/0.00030221523769228447,,,heightinsult/0.00035308816339833777
bulletproofhumanshield/0.0003214193880174852,,carpetofvirility/0.0004143074161027482,unsatisfiablecustomer/0.00022354596499533184,comatosecanary/0.00028641805579423727,bedlahbabe/0.00033481208671633044,inthepasteveryonewillbefamous/0.0003350593968930856,lovedoodles/0.0003112217677396408,papertalisman/0.00030221523769228447,,,passedoverinheritance/0.00035308816339833777
mafiaprincess/0.0003214193880174852,,hiddendisdainreveal/0.0004143074161027482,descentintoaddiction/0.00022354596499533184,underagecasting/0.00028641805579423727,watchitforthememe/0.00033481208671633044,thememusicwithholding/0.0003350593968930856,parachutepetticoat/0.0003112217677396408,swordpointing/0.00030221523769228447,,,nosetapping/0.00035308816339833777
ungratefultownsfolk/0.0003214193880174852,,geniuscripple/0.0004143074161027482,easyimpersonation/0.00022354596499533184,excusemecomingthrough/0.00028641805579423727,fireballeyeballs/0.00033481208671633044,boardingparty/0.0003350593968930856,mouseworld/0.0003112217677396408,elementalweapon/0.00030221523769228447,,,flexibilityequalssexability/0.00035308816339833777
iwillpunishyourfriendforyourfailure/0.0003214193880174852,,unnecessarymakeover/0.0004143074161027482,educationthroughpyrotechnics/0.00022354596499533184,thepatriarch/0.00028641805579423727,miraclegromonster/0.00033481208671633044,loadsandloadsofraces/0.0003350593968930856,identicallynamedgroup/0.0003112217677396408,toomanymouths/0.00030221523769228447,,,airquotes/0.00035308816339833777
dowithhimasyouwill/0.0003214193880174852,,matchcut/0.0004143074161027482,mycarhatesme/0.00022354596499533184,interpolspecialagent/0.00028641805579423727,flashbackbplot/0.00033481208671633044,despitetheplan/0.0003350593968930856,diseasepreventionaesop/0.0003112217677396408,savetheprincess/0.00030221523769228447,,,unfortunatenames/0.00035308816339833777
vformationteamshot/0.0003214193880174852,,feetfirstintroduction/0.0004143074161027482,dontsplitusup/0.00022354596499533184,themurderafter/0.00028641805579423727,themetunerap/0.00031807148238051396,blindjump/0.0003350593968930856,loonylaws/0.0003112217677396408,evilevolves/0.00030221523769228447,,,partyschedulinggambit/0.00035308816339833777
mysensorsindicateyouwanttotapthat/0.0003214193880174852,,tenlittlemurdervictims/0.0004143074161027482,golfclubbing/0.00022354596499533184,cheateddeathdiedanyway/0.00028641805579423727,monumentaltheft/0.00031807148238051396,tragicrobot/0.0003350593968930856,vegetariancarnivore/0.0003112217677396408,wingedunicorn/0.00030221523769228447,,,noyouhangupfirst/0.00035308816339833777
memetichandgesture/0.0003214193880174852,,actuallythatsmyassistant/0.0004143074161027482,theshortguywithglasses/0.0002103962023485476,becauseimgoodatit/0.00028641805579423727,weaponsthatsuck/0.00031807148238051396,flashsideways/0.0003350593968930856,internetsafetyaesop/0.0003112217677396408,superinginyoursleep/0.00030221523769228447,,,missingepisode/0.00035308816339833777
motivationallie/0.0003214193880174852,,extendeddisarming/0.0004143074161027482,offeredthecrown/0.0002103962023485476,jammedseatbelts/0.00028641805579423727,crystalball/0.00031807148238051396,spaceshipslingshotstunt/0.0003350593968930856,jadedprofessional/0.0003112217677396408,finalbattleinducedshirtloss/0.00030221523769228447,,,theklan/0.00035308816339833777
